Feature name	Note	Merck Strain ID	GRACE Plate	GRACE Position	No_DOX_score	DOX_score	Essential_verdict
C1_07110W_A		1540.0	Plate 22	H11	0.0	4.0	E
C2_00030W_A		1544.0	Plate 22	H12	0.0	4.0	E
CR_06560C_A		1445.0	Plate 23	A01	0.0	0.0	NE
C1_08200W_A		1562.0	Plate 23	A02	0.0	0.0	NE
C4_04410C_A		1498.0	Plate 23	A03	0.0	1.75	GD
C6_02220W_A		1553.0	Plate 23	A04	0.0	4.0	E
C7_01150W_A		1452.0	Plate 23	A05	0.0	0.0	NE
C7_01320W_A		1453.0	Plate 23	A06	0.0	0.0	NE
C2_00690W_A		1460.0	Plate 23	A07	0.0	0.0	NE
C7_01900W_A		1463.0	Plate 23	A08	0.0	0.0	NE
C1_03240W_A		1468.0	Plate 23	A09	0.0	0.0	NE
C2_06020W_A		1471.0	Plate 23	A10	0.0	0.0	NE
C2_10540W_A		1473.0	Plate 23	A11	0.0	0.0	NE
CR_08990C_A		1477.0	Plate 23	A12	0.0	0.0	NE
CR_09410W_A		1479.0	Plate 23	B01	1.0	0.5	GD
C7_00480W_A		1482.0	Plate 23	B02	0.0	0.0	NE
C3_00650W_A		1484.0	Plate 23	B03	0.0	0.0	NE
C3_00640W_A		1485.0	Plate 23	B04	0.0	0.0	NE
C7_02790C_A		1171.0	Plate 23	B05	0.0	4.0	E
C2_01410C_A		1182.0	Plate 23	B06	0.0	4.0	E
C3_01610W_A		1492.0	Plate 23	B07	0.0	0.0	NE
C6_02270C_A		1165.0	Plate 23	B08	0.0	0.25	GD
C3_00290W_A		1173.0	Plate 23	B09	0.0	4.0	E
CR_06440C_A		1451.0	Plate 23	B10	0.0	0.0	NE
CR_02690W_A		1180.0	Plate 23	B11	0.0	0.0	NE
C2_02780C_A		1184.0	Plate 23	B12	0.0	0.0	NE
C4_06160W_A		1166.0	Plate 23	C01	0.0	0.25	GD
C3_01070C_A		1179.0	Plate 23	C02	0.0	0.75	GD
C1_03410W_A		1341.0	Plate 23	C03	0.0	0.0	NE
C3_03320W_A		1176.0	Plate 23	C04	0.0	0.0	NE
C1_01320W_A		1307.0	Plate 23	C05	0.0	0.0	NE
C7_01630W_A		1312.0	Plate 23	C06	0.0	0.0	NE
C6_03620C_A		1299.0	Plate 23	C07	0.0	0.0	NE
C3_06510C_A		1298.0	Plate 23	C08	0.0	0.0	NE
C2_03370W_A		1308.0	Plate 23	C09	0.0	0.0	NE
CR_02170W_A		1302.0	Plate 23	C10	0.0	2.25	GD
C2_05830C_A		1304.0	Plate 23	C11	0.0	0.75	GD
CR_07520C_A		1177.0	Plate 23	C12	0.0	4.0	E
C7_00080C_A		1311.0	Plate 23	D01	0.0	0.0	NE
C4_04660C_A		1310.0	Plate 23	D02	0.0	0.0	NE
CR_10100C_A		1296.0	Plate 23	D03	0.25	1.25	GD
C6_03610W_A		1339.0	Plate 23	D04	0.0	0.0	NE
C2_07440C_A		1315.0	Plate 23	D05	0.0	0.0	NE
C5_02990W_A		1346.0	Plate 23	D06	0.0	0.0	NE
C1_02390W_A		1257.0	Plate 23	D07	0.0	0.0	NE
C1_04130W_A		1238.0	Plate 23	D08	0.0	4.0	E
CR_10790W_A		1164.0	Plate 23	D09	0.0	0.5	GD
CR_03090C_A		1170.0	Plate 23	D10	0.0	0.0	NE
C1_09140C_A		52.0	Plate 23	D11	0.0	0.0	NE
C5_05340W_A		239.0	Plate 23	D12	0.0	4.0	E
C1_06540C_A		114.0	Plate 23	E01	0.0	4.0	E
C4_04760C_A		118.0	Plate 23	E02	0.0	0.0	NE
C5_05300W_A		119.0	Plate 23	E03	0.0	0.0	NE
C4_04290W_A		120.0	Plate 23	E04	0.0	3.5	E
CR_01950W_A		124.0	Plate 23	E05	0.0	4.0	E
C1_11280W_A		125.0	Plate 23	E06	0.0	0.0	NE
CR_04160C_A		134.0	Plate 23	E07	0.0	0.0	NE
C5_02260C_A		143.0	Plate 23	E08	0.0	0.0	NE
C2_01510C_A		144.0	Plate 23	E09	0.0	0.0	NE
C5_02070C_A		145.0	Plate 23	E10	0.0	3.5	E
C6_01760W_A		170.0	Plate 23	E11	0.0	4.0	E
C1_07550W_A		253.0	Plate 23	E12	0.0	0.0	NE
C5_03160W_A		176.0	Plate 23	F01	0.0	3.0	E
C1_10790W_A		299.0	Plate 23	F02	0.0	4.0	E
C1_12970C_A		180.0	Plate 23	F03	0.0	1.0	GD
C1_09010W_A		151.0	Plate 23	F04	0.0	1.0	GD
CR_03360W_A		153.0	Plate 23	F05	0.0	4.0	E
C5_02530W_A		298.0	Plate 23	F06	0.0	1.5	GD
C5_00790C_A		172.0	Plate 23	F07	0.0	1.0	GD
C1_04310C_A		2441.0	Plate 23	F08	0.0	0.0	NE
C1_00920W_A		2448.0	Plate 23	F09	0.0	0.0	NE
C3_03040W_A		2412.0	Plate 23	F10	0.0	0.0	NE
C1_04270C_A		2442.0	Plate 23	F11	0.0	0.0	NE
C1_04640W_A		2401.0	Plate 23	F12	0.0	0.0	NE
C5_04280C_A		2449.0	Plate 23	G01	0.0	0.0	NE
C4_01220C_A		2400.0	Plate 23	G02	0.0	0.0	NE
C6_03180C_A		2447.0	Plate 23	G03	0.0	0.0	NE
C6_03240W_A		2446.0	Plate 23	G04	0.0	0.0	NE
C6_01520W_A		2518.0	Plate 23	G05	0.0	0.0	NE
C1_02220C_A		2519.0	Plate 23	G06	0.0	0.0	NE
C4_00670W_A		2485.0	Plate 23	G07	0.0	0.0	NE
CR_05620C_A		2523.0	Plate 23	G08	0.0	0.0	NE
C2_06490W_A		2478.0	Plate 23	G09	0.0	0.0	NE
CR_09560C_A		2500.0	Plate 23	G10	0.0	0.0	NE
C1_06400C_A		2482.0	Plate 23	G11	0.0	0.0	NE
C1_13160W_A		2483.0	Plate 23	G12	0.0	0.0	NE
C1_03180W_A		2454.0	Plate 23	H01	0.0	0.0	NE
C1_11020W_A		2463.0	Plate 23	H02	0.0	0.0	NE
C1_12780W_A		2472.0	Plate 23	H03	0.0	0.0	NE
C1_02970W_A		2468.0	Plate 23	H04	0.0	0.0	NE
CR_01140C_A		505.0	Plate 23	H05	0.0	4.0	E
C2_06480W_A		2477.0	Plate 23	H06	0.0	0.0	NE
C3_01790C_A		2471.0	Plate 23	H07	0.0	0.0	NE
CR_03610C_A		2505.0	Plate 23	H08	0.0	0.0	NE
C5_02710W_A		191.0	Plate 23	H09	0.0	1.0	GD
C1_06510C_A		2480.0	Plate 23	H10	0.0	0.0	NE
C2_07410W_A		2571.0	Plate 23	H11	0.0	0.0	NE
C4_06970C_A		2562.0	Plate 23	H12	0.0	0.0	NE
C2_04120C_A		2538.0	Plate 24	A01	0.0	0.0	NE
C1_02600W_A		2534.0	Plate 24	A02	0.0	0.0	NE
C1_02590C_A		2535.0	Plate 24	A03	0.0	0.0	NE
C1_02580W_A		2536.0	Plate 24	A04	0.5	1.0	GD
C4_06890W_A		2560.0	Plate 24	A05	0.0	0.0	NE
C4_07030W_A		2563.0	Plate 24	A06	0.0	0.0	NE
C1_01300W_A		2580.0	Plate 24	A07	0.0	0.0	NE
C1_02660C_A		2531.0	Plate 24	A08	0.0	1.25	GD
C2_02690W_A		2491.0	Plate 24	A09	0.0	0.75	GD
C4_04270W_A		2510.0	Plate 24	A10	0.0	0.0	NE
C1_02630C_A		2532.0	Plate 24	A11	0.0	0.0	NE
C2_03560C_A		2382.0	Plate 24	A12	0.0	3.0	E
CR_01270C_A		2364.0	Plate 24	B01	0.0	0.0	NE
C1_11340W_A		2525.0	Plate 24	B02	0.0	0.0	NE
C3_05570W_A		2594.0	Plate 24	B03	0.0	0.0	NE
CR_09670C_A		2498.0	Plate 24	B04	0.0	0.0	NE
C1_04870W_A		2385.0	Plate 24	B05	0.0	0.0	NE
C6_02520W_A		2421.0	Plate 24	B06	0.0	3.5	E
C6_00310W_A		2427.0	Plate 24	B07	0.0	0.0	NE
CR_01340W_A		2333.0	Plate 24	B08	0.0	0.0	NE
C7_03340C_A		2332.0	Plate 24	B09	0.0	0.0	NE
CR_06670W_A		2374.0	Plate 24	B10	0.0	0.0	NE
C2_05000C_A		2336.0	Plate 24	B11	0.0	3.0	E
C1_07870C_A		2375.0	Plate 24	B12	0.0	0.0	NE
CR_00200W_A		2643.0	Plate 24	C01	0.0	0.0	NE
CR_00200W_A		2643.0	Plate 24	C02	0.0	0.0	NE
C2_07090C_A		2474.0	Plate 24	C03	0.0	0.0	NE
C7_00330C_A		2625.0	Plate 24	C04	0.0	1.0	GD
CR_00870C_A		2612.0	Plate 24	C05	0.0	0.0	NE
C3_05460W_A		2592.0	Plate 24	C06	0.0	0.0	NE
C2_00500W_A		2591.0	Plate 24	C07	0.0	0.0	NE
C2_03320W_A		2585.0	Plate 24	C08	0.0	0.0	NE
C6_01400W_A		2516.0	Plate 24	C09	0.0	0.0	NE
C7_02970W_A		2564.0	Plate 24	C10	0.0	0.0	NE
C5_03500W_A		2542.0	Plate 24	C11	0.0	0.0	NE
C2_01570W_A		2573.0	Plate 24	C12	0.0	0.0	NE
CR_05690W_A		2522.0	Plate 24	D01	0.0	0.0	NE
C3_02090C_A		2514.0	Plate 24	D02	0.0	0.0	NE
C2_05560W_A		2574.0	Plate 24	D03	0.0	0.0	NE
C1_11350C_A		2524.0	Plate 24	D04	0.0	0.0	NE
C1_04500W_A		2568.0	Plate 24	D05	0.0	1.0	GD
C1_02780W_A		2530.0	Plate 24	D06	0.0	0.0	NE
C4_04230W_A		2511.0	Plate 24	D07	0.0	0.0	NE
C1_01790W_A		2537.0	Plate 24	D08	0.0	0.0	NE
C1_04530C_A		2569.0	Plate 24	D09	0.0	0.0	NE
C1_09220W_A		2334.0	Plate 24	D10	0.0	0.0	NE
C1_00170W_A		2502.0	Plate 24	D11	0.0	0.0	NE
C3_06420C_A		2635.0	Plate 24	D12	0.0	0.0	NE
CR_09590W_A		2499.0	Plate 24	E01	0.5	1.25	GD
C2_02740C_A		2493.0	Plate 24	E02	0.0	0.0	NE
C5_03710C_A		2329.0	Plate 24	E03	0.0	0.0	NE
C3_06020W_A		2632.0	Plate 24	E04	0.0	0.0	NE
C1_02290C_A		2391.0	Plate 24	E05	0.0	0.0	NE
CR_00420W_A		2641.0	Plate 24	E06	0.0	0.0	NE
C7_00100W_A		2621.0	Plate 24	E07	0.0	0.0	NE
CR_09210W_A		2616.0	Plate 24	E08	0.5	0.5	GD
CR_09240C_A		2618.0	Plate 24	E09	0.5	0.75	GD
C1_13910C_A		2607.0	Plate 24	E10	0.0	0.0	NE
C1_13930W_A		2606.0	Plate 24	E11	0.0	0.0	NE
CR_09170C_A		2615.0	Plate 24	E12	1.0	0.5	GD
CR_01220W_A		2610.0	Plate 24	F01	0.5	0.0	NE
CR_09910W_A		2647.0	Plate 24	F02	2.0	2.0	GD
C3_00470W_A		2639.0	Plate 24	F03	0.0	0.0	NE
CR_10420W_A		2651.0	Plate 24	F04	0.0	0.0	NE
CR_10770W_A		2653.0	Plate 24	F05	0.0	1.0	GD
C3_06430W_A		2636.0	Plate 24	F06	0.0	0.0	NE
CR_10570C_A		2652.0	Plate 24	F07	0.0	0.0	NE
C7_00300W_A		2624.0	Plate 24	F08	0.0	0.0	NE
C3_04610W_A		2658.0	Plate 24	F09	0.0	0.0	NE
C4_02010C_A		2601.0	Plate 24	F10	0.0	0.0	NE
C3_05510W_A		2593.0	Plate 24	F11	0.0	0.0	NE
C7_03020C_A		2566.0	Plate 24	F12	0.0	0.0	NE
C7_01350C_A		2578.0	Plate 24	G01	0.0	0.0	NE
C5_05170W_A		2589.0	Plate 24	G02	0.0	0.0	NE
C5_05030C_A		2587.0	Plate 24	G03	0.0	0.0	NE
C1_01200W_A		2579.0	Plate 24	G04	0.0	0.0	NE
C1_04540C_A		2570.0	Plate 24	G05	0.0	0.0	NE
C3_05890W_A		2630.0	Plate 24	G06	0.0	0.0	NE
C5_03930C_A		2371.0	Plate 24	G07	0.0	0.0	NE
C1_10360C_A		2387.0	Plate 24	G08	0.0	0.0	NE
C1_08420W_A		2504.0	Plate 24	G09	0.0	0.0	NE
C6_01390W_A		2515.0	Plate 24	G10	0.0	0.0	NE
C1_08430W_A		2503.0	Plate 24	G11	0.0	0.0	NE
C5_03680W_A		2543.0	Plate 24	G12	0.0	0.0	NE
C1_02620C_A		2533.0	Plate 24	H01	0.0	2.0	GD
C6_02000W_A		1650.0	Plate 24	H02	0.0	0.0	NE
C1_02820W_A		1661.0	Plate 24	H03	0.0	3.0	E
CR_01590C_A		1684.0	Plate 24	H04	0.0	3.5	E
C6_00600C_A		1715.0	Plate 24	H05	0.0	0.0	NE
C1_08790W_A		1528.0	Plate 24	H06	0.0	0.0	NE
CR_01320C_A		1626.0	Plate 24	H07	0.0	0.0	NE
C7_01560C_A		1462.0	Plate 24	H08	0.0	0.0	NE
C6_01740C_A		1108.0	Plate 24	H09	0.0	0.0	NE
C1_12250C_A		1466.0	Plate 24	H10	0.0	0.0	NE
C1_09110W_A		2358.0	Plate 24	H11	0.0	0.0	NE
C1_03670C_A		2596.0	Plate 24	H12	0.0	0.0	NE
C2_02210C_A		2352.0	Plate 25	A01	0.0	0.0	NE
	orf19.1079	2348.0	Plate 25	A02			
CR_10200W_A		2649.0	Plate 25	A03	0.0	0.0	NE
C4_02120W_A		2599.0	Plate 25	A04	0.0	0.0	NE
C5_03460C_A		2335.0	Plate 25	A05	0.0	0.0	NE
C3_05280C_A		2654.0	Plate 25	A06	0.0	0.0	NE
C3_01690W_A		2344.0	Plate 25	A07	0.0	0.0	NE
C2_08480W_A		2361.0	Plate 25	A08	0.0	0.0	NE
C1_06860W_A		2331.0	Plate 25	A09	0.0	0.0	NE
C7_00630C_A		2627.0	Plate 25	A10	0.0	0.0	NE
CR_03270W_A		1807.0	Plate 25	A11	0.0	3.0	E
C1_01380C_A		1936.0	Plate 25	A12	0.0	0.5	GD
C2_07900W_A		1783.0	Plate 25	B01	0.0	0.0	NE
C4_06570C_A		1879.0	Plate 25	B02	0.0	4.0	E
C2_03780C_A		1818.0	Plate 25	B03	0.0	0.0	NE
C1_08230C_A		1837.0	Plate 25	B04	0.0	0.0	NE
C7_01520W_A		1517.0	Plate 25	B05	0.0	0.0	NE
C4_00890W_A		1792.0	Plate 25	B06	0.0	4.0	E
CR_09220C_A		2617.0	Plate 25	B07	0.0	0.0	NE
C3_06580W_A		2638.0	Plate 25	B08	0.0	0.0	NE
CR_08410W_A		2598.0	Plate 25	B09	0.0	0.0	NE
CR_09100C_A		2614.0	Plate 25	B10	0.0	0.0	NE
C7_00430W_A		2626.0	Plate 25	B11	0.0	0.0	NE
CR_00650W_A		2640.0	Plate 25	B12	0.0	0.0	NE
C4_01690C_A		2604.0	Plate 25	C01	0.0	0.0	NE
C7_00240W_A		2622.0	Plate 25	C02	0.0	0.0	NE
CR_09360W_A		2619.0	Plate 25	C03	1.0	1.5	GD
C4_01980C_A		2602.0	Plate 25	C04	0.0	1.0	GD
C4_04180C_A		2394.0	Plate 25	C05	0.0	0.0	NE
C1_08770W_A		2346.0	Plate 25	C06	0.0	0.0	NE
CR_01550C_A		2353.0	Plate 25	C07	0.0	0.0	NE
C2_07140W_A		2383.0	Plate 25	C08	0.0	0.0	NE
C2_03550C_A		2381.0	Plate 25	C09	0.0	0.0	NE
CR_03380W_A		2390.0	Plate 25	C10	0.0	0.75	GD
C2_03700W_A		2328.0	Plate 25	C11	0.0	0.0	NE
C3_02500W_A		2360.0	Plate 25	C12	0.0	0.0	NE
C1_11640C_A		2369.0	Plate 25	D01	0.0	0.0	NE
C4_05880W_A		2362.0	Plate 25	D02	0.0	0.0	NE
C6_02640C_A		2338.0	Plate 25	D03	0.0	0.0	NE
C2_06010W_A		2370.0	Plate 25	D04	0.0	0.0	NE
C5_03820C_A		2378.0	Plate 25	D05	0.0	0.0	NE
C6_02620C_A		2337.0	Plate 25	D06	0.0	0.0	NE
C2_07950W_A		2376.0	Plate 25	D07	0.0	0.0	NE
C5_04780W_A		2379.0	Plate 25	D08	0.0	0.0	NE
C3_01570W_A		2404.0	Plate 25	D09	0.0	0.0	NE
C6_02380W_A		2444.0	Plate 25	D10	0.0	0.0	NE
C3_02860W_A		2434.0	Plate 25	D11	0.0	0.0	NE
C3_01280W_A		2436.0	Plate 25	D12	0.0	0.0	NE
CR_02070C_A		2409.0	Plate 25	E01	0.0	0.0	NE
C5_02440C_A		2396.0	Plate 25	E02	0.0	0.5	GD
C2_03140C_A		2439.0	Plate 25	E03	0.0	0.0	NE
C1_04970W_A		2424.0	Plate 25	E04	0.0	0.0	NE
C1_10730W_A		2406.0	Plate 25	E05	0.0	0.0	NE
CR_06640C_A		2398.0	Plate 25	E06	0.0	0.0	NE
	unknown		Plate 25	E07			
	YPD+Nat		Plate 25	E08			
	YPD+Nat		Plate 25	E09			
C7_01290W_A		694.0	Plate 25	E10			
CR_01420W_A		700.0	Plate 25	E11			
C2_04120C_A		2538.0	Plate 25	E12	0.0	0.0	NE
C2_08790W_A		2345.0	Plate 25	F01	0.0	0.0	NE
C1_02510W_A		504.0	Plate 25	F02			
CR_01780W_A		3421.0	Plate 25	F03	0.0	0.0	NE
C3_05900W_A		2241.0	Plate 25	F04	0.0	0.0	NE
C7_03050W_A		468.0	Plate 25	F05	2.0	2.0	GD
CR_04930W_A		3378.0	Plate 25	F06	0.0	0.0	NE
C2_00170C_A		1912.0	Plate 25	F07	0.0	0.0	NE
	YPD+Nat		Plate 25	F08			
	YPD+Nat		Plate 25	F09			
	YPD+Nat		Plate 25	F10			
	YPD+Nat		Plate 25	F11			
	YPD+Nat		Plate 25	F12			
	YPD		Plate 25	G01			
	YPD		Plate 25	G02			
	YPD		Plate 25	G03			
	YPD		Plate 25	G04			
	YPD		Plate 25	G05			
	YPD		Plate 25	G06			
	YPD		Plate 25	G07			
	YPD		Plate 25	G08			
	YPD		Plate 25	G09			
	YPD		Plate 25	G10			
	YPD		Plate 25	G11			
	YPD		Plate 25	G12			
	SC5314		Plate 25	H01			
	SC5314		Plate 25	H02			
	SC5314		Plate 25	H03			
	CaSS1		Plate 25	H04			
	CaSS1		Plate 25	H05			
	CaSS1		Plate 25	H06			
	WO1		Plate 25	H07			
	WO1		Plate 25	H08			
	WO1		Plate 25	H09			
	ATCC90030		Plate 25	H10			
	ATCC90030		Plate 25	H11			
	ATCC90030		Plate 25	H12			
