Feature name	Note	Registry ID	GRACEv2 Plate	GRACEv2 Position	No_DOX_score	DOX_score	Essential_verdict
C2_05410W_A		GELC1502	Plate 10	D03	0	1.25	GD
C2_05610C_A		GELC1503	Plate 10	D04	0	4	E
C2_06240W_A		GELC1505	Plate 10	D05	0	4	E
CR_07630C_A		GELC1542	Plate 10	D06	0	4	E
CR_08010W_A		GELC1543	Plate 10	D07	0	3.5	E
C2_06810C_A		GELC1574	Plate 10	D08	0	4	E
CR_05050W_A		GELC1653	Plate 10	D09	0	4	E
C3_07750W_A		GELC1655	Plate 10	D10	0	3.25	E
C3_06870W_A		GELC1657	Plate 10	D11	0.25	4	E
CR_03830C_A		GELC1658	Plate 10	D12	0	4	E
C2_04020C_A		GELC1661	Plate 10	E01	0	0	NE
C2_05530C_A		GELC1663	Plate 10	E02	0	0	NE
C2_09740W_A		GELC1664	Plate 10	E03	0	4	E
C4_01050C_A		GELC1666	Plate 10	E04	0	4	E
C1_04180W_A		GELC1667	Plate 10	E05	0	0.5	GD
C4_01710C_A		GELC1668	Plate 10	E06	0	0	NE
CR_04100C_A		GELC1669	Plate 10	E07	0	4	E
C1_03020C_A		GELC1670	Plate 10	E08	0	4	E
C2_01710W_A		GELC1683	Plate 10	E09	0	0.5	GD
C4_04910C_A		GELC1684	Plate 10	E10	0	0	NE
C5_00770C_A		GRACE10D3	Plate 10	E11	0	4	E
C1_02640C_A		GRACE18C11	Plate 10	E12	0	0.75	GD
C2_05680W_A		GRACE10D5	Plate 10	F01	0	0	NE
CR_06000W_A		GELC0602	Plate 10	F02	0	0	NE
C1_11060C_A		GELC1491	Plate 10	G07	0	4	E
C5_03540C_A		GELC1523	Plate 10	G08	0	0	NE
C5_04080C_A		GELC1524	Plate 10	G09	0	0	NE
C4_06720W_A		GELC1652	Plate 10	G10	0	4	E
C1_05780W_A		GELC1660	Plate 10	G11	0	0.5	GD
C2_05190W_A		GELC1742	Plate 10	G12	0	0	NE
C2_00220C_A		GELC1743	Plate 10	H01	0	0	NE
C3_02470C_A		GELC1745	Plate 10	H02	0	4	E
C2_04600C_A		GELC1747	Plate 10	H03	0	3.5	E
CR_07420W_A		GELC1749	Plate 10	H04	0	0.75	GD
